composition_json,cluster_type,label,mo_equivalent,pauling_chi_diff,allen_chi_diff,config_entropy,bv_ratio,u_density,mixing_enthalpy,lattice_distortion,type_I,type_II,type_III,type_IV
"{""Al"": 0.029525, ""Ta"": 0.065923, ""U"": 0.904552}",IV,H,0.0,0.014701510000000011,0.027643233,3.1094793265463876,9.538195609058677,18.52690006321658,1.39751474896,0.024682385388420096,0.0,0.0,0.0,1.0
"{""Al"": 0.023042999999999998, ""U"": 0.976957}",IV,H,0.0,0.005299890000000004,0.008917640999999999,0.9116851264402682,9.013889089831865,18.754435186268456,0.6753606045299999,0.012527394213753009,0.0,0.0,0.0,1.0
"{""Mo"": 0.068673, ""Ru"": 0.037384, ""U"": 0.893943}",I,H,0.068673,0.08421982000000003,0.076358995,3.383960590970672,11.006489215430523,18.41340745171033,0.6956262151650001,0.03785008797103119,1.0,0.0,0.0,0.0
"{""Cr"": 0.053937, ""U"": 0.946063}",I,H,0.0,0.01510236,0.023300783999999995,1.7455097172077436,9.752883481557031,18.678554938936745,0.51027800031,0.04094131088485843,1.0,0.0,0.0,0.0
"{""U"": 0.951971, ""Zr"": 0.048028999999999995}",II,M,0.0528319,0.002401449999999991,0.008309017000000002,1.6018612208398588,8.93472840583451,18.38495180346215,0.274333290954,0.005476013552867505,0.0,1.0,0.0,0.0
"{""Mn"": 0.014945999999999997, ""U"": 0.985054}",III,H,0.0,0.002540820000000002,0.007786866000000001,0.6456356644108097,9.047237790232186,19.057646116893512,0.0,0.0226190437792543,0.0,0.0,1.0,0.0
"{""Mo"": 0.021, ""U"": 0.979}",I,H,0.021,0.016380000000000006,0.013839000000000002,0.847245068562913,9.446051766786564,18.917680843546197,-0.102795,0.01566102999895176,1.0,0.0,0.0,0.0
"{""Mn"": 0.019125, ""Nb"": 0.137871, ""U"": 0.843004}",III,H,0.15579422999999998,0.03358287000000003,0.068835042,4.097363067824436,9.981942348942072,17.756165141219935,-0.464903217936,0.037879644177277495,0.0,0.0,1.0,0.0
"{""Cr"": 0.052816, ""Mn"": 0.013775, ""U"": 0.933409}",I,H,0.0,0.017130230000000003,0.029993287,2.3169134216609915,9.747868882916771,18.68131107174037,0.49298929744000003,0.04563339098693863,1.0,0.0,0.0,0.0
"{""Ta"": 0.029902, ""U"": 0.970098}",I,H,0.0,0.0035882400000000034,0.007355892,1.1174127849619413,9.289313000114378,18.995574309634186,0.29007870396,0.014228536004463329,1.0,0.0,0.0,0.0
"{""Al"": 0.021603, ""U"": 0.978397}",IV,H,0.0,0.004968690000000005,0.008360361,0.8664335323454032,9.015973112249801,18.773465360668087,0.63408931173,0.012137126717271036,0.0,0.0,0.0,1.0
"{""Nb"": 0.047776, ""U"": 0.952224}",I,H,0.053986879999999994,0.01051072000000001,0.020400352,1.5955729790672755,9.364943402626071,18.62076335109453,-0.18197381529599999,0.017845377149210664,1.0,0.0,0.0,0.0
"{""U"": 0.938113, ""V"": 0.061887000000000005}",III,H,0.14976654,0.015471750000000001,0.026363862,1.9299155802719388,9.688013301275753,18.5103492291891,1.16113998462,0.03427933468012766,0.0,0.0,1.0,0.0
"{""Al"": 0.013746999999999999, ""U"": 0.949354, ""V"": 0.036899}",IV,H,0.08929558,0.012386560000000003,0.021039062999999997,1.9124247679298585,9.40939337552725,18.550370851702215,1.084011339212,0.028268766809562067,0.0,0.0,0.0,1.0
"{""Ti"": 0.037473, ""U"": 0.962527}",II,M,0.06969978,0.005995680000000005,0.011729048999999998,1.32881269404193,9.095983931679681,18.590856727374664,0.649237936878,0.010980535549640992,0.0,1.0,0.0,0.0
"{""U"": 0.97674, ""V"": 0.02326}",III,H,0.0562892,0.005815,0.009908759999999997,0.9184367081627609,9.28807089551881,18.854600744203694,0.454379448,0.021326489015646755,0.0,0.0,1.0,0.0
"{""Al"": 0.034679, ""U"": 0.965321}",IV,H,0.0,0.007976170000000008,0.013420773,1.2524896563097818,8.997049030904723,18.60025715125649,1.00429100877,0.015291313976345467,0.0,0.0,0.0,1.0
"{""Si"": 0.012579, ""U"": 0.987421}",IV,H,0.0,0.00654108,0.00867951,0.5615426454803939,9.035649999004178,18.854371269220504,0.807349969335,0.027950021510673023,0.0,0.0,0.0,1.0
"{""Cr"": 0.085821, ""U"": 0.914179}",I,H,0.0,0.02402988,0.03707467199999999,2.4340149685325696,10.170014712849119,18.446058229381734,0.78455755959,0.05106080645940263,1.0,0.0,0.0,0.0
"{""Mo"": 0.125242, ""Ti"": 0.063511, ""U"": 0.811247}",I,M,0.24337246,0.10785052000000003,0.10241342099999999,5.029643905524526,11.508343613591215,17.372041411914967,0.38758798538800004,0.03806182296845506,1.0,0.0,0.0,0.0
"{""Al"": 0.019797, ""Mo"": 0.041419000000000004, ""U"": 0.938784}",IV,H,0.041419000000000004,0.03686013000000002,0.034956560000000005,2.2350516106255602,9.805180923456378,18.516005841175165,0.362315761017,0.024468700275978052,0.0,0.0,0.0,1.0
"{""Nb"": 0.089347, ""U"": 0.910653}",I,H,0.10096210999999998,0.019656340000000015,0.038151169000000006,2.5027169494375556,9.641386386819521,18.2360532271545,-0.325456454364,0.02394864114682785,1.0,0.0,0.0,0.0
"{""U"": 0.974116, ""V"": 0.025884}",III,H,0.06263928,0.006471,0.011026583999999999,0.9987574002080845,9.315239686072212,18.8314966266576,0.5042803708800001,0.022475394601576056,0.0,0.0,1.0,0.0
"{""Mo"": 0.082053, ""U"": 0.794307, ""Zr"": 0.12364}",I,M,0.218057,0.07018334,0.07546264700000001,5.375303624674426,10.315887505892281,16.759584503566145,0.31409750812500004,0.03216048398900885,1.0,0.0,0.0,0.0
"{""Cr"": 0.087681, ""Fe"": 0.013932, ""U"": 0.898387}",I,H,0.0,0.030820080000000003,0.04641850799999999,3.0697395449949556,10.402356156006864,18.33596494928207,0.9742380490379999,0.055806950681772216,1.0,0.0,0.0,0.0
"{""Ti"": 0.123, ""U"": 0.877}",II,M,0.22878,0.019680000000000017,0.03849899999999999,3.0999577985691316,9.207240336012932,17.505594957108674,1.941678,0.01908372152063979,0.0,1.0,0.0,0.0
"{""Mn"": 0.050415, ""U"": 0.949585}",III,H,0.0,0.008570550000000008,0.026266215000000006,1.6605999273669083,9.047237790232186,19.057646116893515,0.0,0.041059118144730934,0.0,0.0,1.0,0.0
"{""Nb"": 0.047161, ""U"": 0.952839}",I,H,0.053291929999999994,0.01037542000000001,0.020137747000000004,1.5802384358539043,9.360853714254876,18.6264226282762,-0.179747360316,0.017734959261249433,1.0,0.0,0.0,0.0
"{""Mo"": 0.120202, ""U"": 0.757116, ""Zr"": 0.122682}",I,M,0.25515220000000005,0.09989166000000001,0.100437104,6.0087208195234325,11.042624716117624,16.494091673510827,0.17600585233200006,0.037914552503338715,1.0,0.0,0.0,0.0
"{""Ti"": 0.091312, ""U"": 0.885385, ""V"": 0.023303}",II,M,0.22623358000000002,0.020435670000000013,0.038507733999999995,3.4414400579138884,9.407297843110605,17.69565559642035,1.8636197981879998,0.026575047397296974,0.0,1.0,0.0,0.0
"{""Ti"": 0.051000000000000004, ""U"": 0.949}",II,M,0.09486000000000001,0.008160000000000008,0.015962999999999998,1.6748488303143652,9.113580309214447,18.421065595063872,0.8711820000000001,0.012729631064149625,0.0,1.0,0.0,0.0
"{""Al"": 0.01548, ""Mn"": 0.049704000000000005, ""U"": 0.934816}",IV,H,0.0,0.012010080000000012,0.03188654400000001,2.300738463785875,9.023662776770282,18.843588405353664,0.43412855040000004,0.04184455431055252,0.0,0.0,0.0,1.0
"{""Nb"": 0.045161, ""U"": 0.954839}",I,H,0.051031929999999996,0.009935420000000009,0.019283747,1.52988157456518,9.347553914673751,18.644820346724273,-0.172485936316,0.017370131965593484,1.0,0.0,0.0,0.0
"{""Ru"": 0.070655, ""U"": 0.853445, ""V"": 0.0759}",II,M,0.18367799999999998,0.07691210000000001,0.09111835999999998,4.3081223998566704,11.071177517373325,18.028911159375618,3.1045342042499997,0.05092795432621689,0.0,1.0,0.0,0.0
"{""Ru"": 0.019261, ""Ti"": 0.054007, ""U"": 0.926732}",II,M,0.10045302,0.024435140000000015,0.03292934299999999,2.5292648185730897,9.454998769572418,18.290014654126253,1.436393823792,0.023130792869306825,0.0,1.0,0.0,0.0
"{""Ru"": 0.052323, ""U"": 0.947677}",II,H,0.0,0.04290486000000002,0.043532735999999995,1.7068574335376032,9.964083805015028,18.81573815224182,1.4875591101299999,0.031636691653713425,0.0,1.0,0.0,0.0
"{""Fe"": 0.020835, ""Ta"": 0.0787, ""U"": 0.900465}",III,H,0.0,0.018819750000000014,0.032132055,3.1188089299074244,9.995433650567442,18.7568619670467,0.9900837791250001,0.035090065568820376,0.0,0.0,1.0,0.0
"{""Mo"": 0.132794, ""U"": 0.867206}",I,H,0.132794,0.10357932000000003,0.087511246,3.256291851016378,11.569147466544665,18.147092409703973,-0.57579876782,0.03752367279831667,1.0,0.0,0.0,0.0
"{""Fe"": 0.032083, ""Nb"": 0.086896, ""U"": 0.881021}",III,H,0.09819248,0.033554470000000024,0.056771471000000004,3.610272868911347,10.104092935483587,18.038544543016,0.08151565109699999,0.04067134123416264,0.0,0.0,1.0,0.0
"{""Nb"": 0.07821, ""U"": 0.92179}",I,H,0.08837729999999999,0.017206200000000015,0.03339567,2.2811591845986103,9.567326452852033,18.339539527744737,-0.2883727836,0.022521933488740927,1.0,0.0,0.0,0.0
"{""Cr"": 0.092681, ""Fe"": 0.013932, ""U"": 0.893387}",I,H,0.0,0.032220080000000005,0.04857850799999999,3.1651893508308158,10.467770036211995,18.298409473104073,1.0134087890380001,0.057029779315890025,1.0,0.0,0.0,0.0
"{""Fe"": 0.037214000000000004, ""U"": 0.962786}",III,H,0.0,0.01674630000000001,0.022812182000000004,1.3218153755356419,9.60285007492595,18.81758742852292,0.5374367730600002,0.03666350123542745,0.0,0.0,1.0,0.0
"{""U"": 0.954071, ""Zr"": 0.045929000000000005}",II,M,0.05052190000000001,0.002296449999999992,0.007945717000000003,1.5493080896512914,8.939647719316682,18.414199853868283,0.26291716175400004,0.0053611515268528415,0.0,1.0,0.0,0.0
"{""Mn"": 0.025348, ""U"": 0.903087, ""Zr"": 0.071565}",III,H,0.07872150000000001,0.00788740999999999,0.025587053000000005,3.1089397235503426,8.875234679499691,18.032409406336242,0.38777652693,0.030332036743851185,0.0,0.0,1.0,0.0
"{""Fe"": 0.041718, ""Ti"": 0.105923, ""U"": 0.852359}",III,H,0.19701678000000003,0.03572078000000002,0.05872703299999999,4.210995786983632,9.807883882761134,17.425596080355955,2.083379066718,0.04176824601402027,0.0,0.0,1.0,0.0
"{""Nb"": 0.11162, ""U"": 0.88838}",I,H,0.12613059999999998,0.02455640000000002,0.04766174,2.908977073343345,9.789499604854706,18.028157079482114,-0.39664390239999997,0.02648791152112823,1.0,0.0,0.0,0.0
"{""Mn"": 0.058163, ""U"": 0.941837}",III,H,0.0,0.009887710000000008,0.030302923000000006,1.844733145558657,9.047237790232186,19.057646116893512,0.0,0.04398514099404615,0.0,0.0,1.0,0.0
"{""Cr"": 0.040570999999999996, ""U"": 0.959429}",I,H,0.0,0.01135988,0.017526671999999997,1.4113396643154728,9.578019096992671,18.774129607911675,0.3892499395899999,0.035671535329177634,1.0,0.0,0.0,0.0
"{""Mn"": 0.055327, ""U"": 0.944673}",III,H,0.0,0.009405590000000009,0.028825367000000008,1.77845696927771,9.047237790232186,19.057646116893515,0.0,0.04294104650033126,0.0,0.0,1.0,0.0
"{""Ru"": 0.055599, ""U"": 0.944401}",II,H,0.0,0.045591180000000016,0.046258367999999994,1.7848680151127336,10.021488532275097,18.800302760585442,1.5752325359700003,0.03257080294478275,0.0,1.0,0.0,0.0
"{""U"": 0.910911, ""Zr"": 0.089089}",II,M,0.09799790000000001,0.004454449999999984,0.015412397000000005,2.4977336122923433,8.83854411460695,17.816073619415487,0.48691290047400004,0.007287766784511293,0.0,1.0,0.0,0.0
"{""U"": 0.899, ""Zr"": 0.101}",II,M,0.11110000000000002,0.0050499999999999825,0.017473000000000006,2.720961513189897,8.810642237042131,17.652106800331843,0.544794,0.00770641989088613,0.0,1.0,0.0,0.0
"{""Mn"": 0.039217, ""U"": 0.9607829999999999}",III,H,0.0,0.006666890000000006,0.020432057000000007,1.3755321631821713,9.047237790232186,19.057646116893515,0.0,0.036349713364475914,0.0,0.0,1.0,0.0
"{""Cr"": 0.067012, ""U"": 0.932988}",I,H,0.0,0.018763360000000003,0.028949183999999996,2.043917289223283,9.923940778293451,18.58398977501566,0.6252139185600001,0.0454258461014044,1.0,0.0,0.0,0.0
"{""Fe"": 0.045916, ""U"": 0.954084}",III,H,0.0,0.02066220000000001,0.028146507999999997,1.5489801915912778,9.73277263367817,18.760315960387565,0.65711581416,0.04060914424376103,0.0,0.0,1.0,0.0
"{""Mo"": 0.153, ""U"": 0.847}",I,H,0.153,0.11934000000000003,0.100827,3.5573759347430194,11.952882476556937,18.0030547262108,-0.647955,0.0398945723004103,1.0,0.0,0.0,0.0
"{""Si"": 0.01597, ""U"": 0.98403}",IV,H,0.0,0.008304400000000002,0.011019300000000001,0.6810028744755383,9.032526205375577,18.799543047402786,1.0214723415,0.03146545582153623,0.0,0.0,0.0,1.0
"{""Ru"": 0.070578, ""U"": 0.895212, ""V"": 0.034210000000000004}",II,M,0.0827882,0.06642646000000002,0.07329435599999999,3.3394592856829965,10.638171676294434,18.41830449338711,2.50797222648,0.04384121830341866,0.0,1.0,0.0,0.0
"{""Cr"": 0.038715, ""U"": 0.961285}",I,H,0.0,0.010840200000000001,0.016724879999999998,1.3621543197419166,9.553737464660525,18.78731459916388,0.37216148774999996,0.03486803933295042,1.0,0.0,0.0,0.0
"{""U"": 0.974169, ""V"": 0.025831}",III,H,0.06251102,0.00645775,0.011004005999999998,0.9971583293035403,9.314690926202038,18.831963688689843,0.50327518878,0.022452814889818398,0.0,0.0,1.0,0.0
"{""Mo"": 0.116684, ""U"": 0.883316}",I,H,0.116684,0.09101352000000003,0.076894756,2.9952482733998056,11.263200173102234,18.26086238848496,-0.51534422072,0.03543608504290095,1.0,0.0,0.0,0.0
"{""Ti"": 0.037478000000000004, ""U"": 0.962522}",II,M,0.06970908,0.005996480000000006,0.011730613999999999,1.3289476249465824,9.095990435848208,18.590794094378587,0.6493211912880001,0.01098124274087302,0.0,1.0,0.0,0.0
"{""Fe"": 0.039916, ""U"": 0.960084}",III,H,0.0,0.017962200000000008,0.024468508,1.3940674033783855,9.643191462394176,18.79985138727479,0.57484069416,0.03793773089127044,0.0,0.0,1.0,0.0
"{""Fe"": 0.018092, ""Mn"": 0.058071000000000005, ""U"": 0.923837}",III,H,0.0,0.01801347000000001,0.04134538700000001,2.5860823407290043,9.334007909648482,18.934716450298453,0.25071088506,0.05044054490515267,0.0,0.0,1.0,0.0
"{""Mn"": 0.012746999999999998, ""U"": 0.987253}",III,H,0.0,0.0021669900000000014,0.006641187000000001,0.5676273642623049,9.047237790232186,19.057646116893515,0.0,0.02090364224186215,0.0,0.0,1.0,0.0
"{""U"": 0.938886, ""Zr"": 0.06111400000000001}",II,M,0.06722540000000002,0.0030556999999999898,0.010572722000000005,1.9124011974478745,8.904076397780136,18.20304507160494,0.344274474024,0.006132423815665753,0.0,1.0,0.0,0.0
"{""Mn"": 0.020383, ""U"": 0.979617}",III,H,0.0,0.0034651100000000026,0.010619543000000002,0.8274588444543235,9.047237790232186,19.057646116893515,0.0,0.026368434099339012,0.0,0.0,1.0,0.0
"{""Nb"": 0.069496, ""U"": 0.930504}",I,H,0.07853048,0.015289120000000014,0.029674792000000005,2.0978990576872354,9.509379226077076,18.4202954096598,-0.258665223936,0.02131474963601751,1.0,0.0,0.0,0.0
"{""U"": 0.95638, ""Zr"": 0.04362}",II,M,0.047982000000000004,0.0021809999999999924,0.007546260000000002,1.4905571418341528,8.945056621616837,18.44637605819078,0.2503037736,0.005231280363736542,0.0,1.0,0.0,0.0
"{""Ti"": 0.065869, ""U"": 0.934131}",II,M,0.12251634,0.010539040000000008,0.020616996999999995,2.018803873572027,9.13292240558204,18.233632608898873,1.107544947102,0.014365338362416815,0.0,1.0,0.0,0.0
"{""Si"": 0.011278, ""U"": 0.988722}",IV,H,0.0,0.00586456,0.007781819999999999,0.513762635525237,9.036848481903267,18.875403410076327,0.72480243654,0.026473988473399584,0.0,0.0,0.0,1.0
"{""U"": 0.952222, ""V"": 0.047778}",III,H,0.11562276,0.0119445,0.020353427999999996,1.5956227342817353,9.541929282252148,18.63712978003607,0.9099052543200001,0.030284284456710626,0.0,0.0,1.0,0.0
"{""U"": 0.852652, ""Zr"": 0.147348}",II,M,0.16208280000000003,0.0073673999999999745,0.025491204000000007,3.4759271791678654,8.70207064596042,17.0185528764031,0.753819401376,0.009054316755048754,0.0,1.0,0.0,0.0
"{""Cr"": 0.057031, ""U"": 0.942969}",I,H,0.0,0.015968680000000002,0.024637391999999998,1.8184283502906646,9.793361590627967,18.656273905555377,0.5377846503899999,0.04205388540451116,1.0,0.0,0.0,0.0
"{""Fe"": 0.031894, ""U"": 0.968106}",III,H,0.0,0.014352300000000005,0.019551021999999998,1.1744812128009532,9.523421436387475,18.852385323339792,0.46315159145999996,0.03400044006986952,0.0,0.0,1.0,0.0
"{""Nb"": 0.08534699999999999, ""U"": 0.914653}",I,H,0.09644210999999998,0.018776340000000016,0.036443169,2.424679961428015,9.614786787657273,18.273257353586214,-0.312251558364,0.023449895571327543,1.0,0.0,0.0,0.0
"{""U"": 0.9581500000000001, ""Zr"": 0.04185}",II,M,0.046035,0.0020924999999999924,0.007240050000000001,1.4448038195015898,8.949202900123238,18.471053491546005,0.24059146500000003,0.0051290164810454215,0.0,1.0,0.0,0.0
"{""Cr"": 0.064012, ""U"": 0.935988}",I,H,0.0,0.017923360000000003,0.027653183999999997,1.9776251343244498,9.884692450170371,18.605781939229644,0.59914463856,0.044444488429192595,1.0,0.0,0.0,0.0
"{""Mo"": 0.04, ""U"": 0.96}",I,H,0.04,0.03120000000000001,0.02636,1.3962876442619143,9.806883459859572,18.789771624506695,-0.192,0.021448017320275063,1.0,0.0,0.0,0.0
"{""Mn"": 0.012544, ""U"": 0.987456}",III,H,0.0,0.0021324800000000017,0.0065354240000000015,0.5602726260390701,9.047237790232186,19.057646116893515,0.0,0.020737873049777648,0.0,0.0,1.0,0.0
"{""Si"": 0.01497, ""U"": 0.98503}",IV,H,0.0,0.0077844,0.0103293,0.6464712090621911,9.033447406681566,18.815713126258206,0.9584834415000001,0.030472215693015482,0.0,0.0,0.0,1.0
"{""Nb"": 0.050471, ""U"": 0.949529}",I,H,0.057032229999999996,0.01110362000000001,0.021551117,1.6619664870012316,9.382864882561636,18.595952770825615,-0.191694712636,0.018319949994178086,1.0,0.0,0.0,0.0
"{""Al"": 0.013510999999999999, ""U"": 0.934013, ""V"": 0.052476}",IV,H,0.12699192,0.016226530000000003,0.027583532999999997,2.2995093177026273,9.571018555677117,18.413181708142222,1.347504761274,0.032911615887480664,0.0,0.0,0.0,1.0
"{""Nb"": 0.13603200000000001, ""U"": 0.863968}",I,H,0.15371616,0.02992704000000003,0.05808566400000001,3.3064321003578616,9.951836958541904,17.798855657359322,-0.47010917990400003,0.02889611144623607,1.0,0.0,0.0,0.0
"{""Ru"": 0.048323, ""U"": 0.951677}",II,H,0.0,0.03962486000000001,0.04020473599999999,1.609153888271575,9.893992562939241,18.83453779724582,1.3796366301299998,0.03045015911136478,0.0,1.0,0.0,0.0
"{""Fe"": 0.016722, ""Ti"": 0.06952, ""U"": 0.913758}",III,H,0.1293072,0.018648100000000015,0.032010345999999995,2.7949315289674246,9.387334473809439,18.073044000869086,1.35287540154,0.028447118669319146,0.0,0.0,1.0,0.0
"{""Mn"": 0.043324, ""U"": 0.956676}",III,H,0.0,0.0073650800000000065,0.022571804000000008,1.4829498842012698,9.047237790232186,19.057646116893515,0.0,0.0381532908762097,0.0,0.0,1.0,0.0
"{""U"": 0.957071, ""Zr"": 0.042929}",II,M,0.047221900000000004,0.0021464499999999925,0.007426717000000002,1.4727709116094425,8.946675310005494,18.456008749925775,0.246516605754,0.005191646020509214,0.0,1.0,0.0,0.0
"{""Mo"": 0.14436, ""U"": 0.840043, ""V"": 0.015597}",I,H,0.18210474,0.11650005000000002,0.10177756199999999,4.079815070163843,11.950289723145088,17.918580417094926,-0.34430002398,0.042020978283728756,1.0,0.0,0.0,0.0
"{""Nb"": 0.083693, ""U"": 0.916307}",I,H,0.09457309,0.018412460000000016,0.035736911,2.391917683779984,9.603787853403684,18.28862956955788,-0.306753927004,0.02323931841538127,1.0,0.0,0.0,0.0
"{""Fe"": 0.022053, ""U"": 0.977947}",III,H,0.0,0.009923850000000003,0.013518489,0.8806598617916667,9.37649338528651,18.91632889681925,0.323499977865,0.02836180699709873,0.0,0.0,1.0,0.0
"{""U"": 0.951, ""V"": 0.049}",III,H,0.11858,0.01225,0.020873999999999997,1.6258875933731334,9.554581821145538,18.62619682041549,0.93198,0.030654757459196602,0.0,0.0,1.0,0.0
"{""Ti"": 0.029075, ""U"": 0.970925}",II,M,0.0540795,0.004652000000000004,0.009100474999999998,1.0933901586144943,9.085059530220601,18.695922893283214,0.50813359875,0.009709563661083219,0.0,1.0,0.0,0.0
"{""Al"": 0.01325, ""Mo"": 0.074295, ""U"": 0.912455}",IV,H,0.074295,0.06099760000000002,0.054088155000000006,2.7771362902299583,10.439008765135776,18.37712238976471,0.022762232625000045,0.03010396816017285,0.0,0.0,0.0,1.0
"{""Mn"": 0.025917000000000003, ""Nb"": 0.092641, ""U"": 0.8814420000000001}",III,H,0.10468432999999999,0.024786910000000023,0.05306046400000001,3.5442640876335885,9.679682218989743,18.18241954011984,-0.32663067328800005,0.03764421869677253,0.0,0.0,1.0,0.0
"{""Nb"": 0.112251, ""Si"": 0.008997, ""U"": 0.878752}",I,H,0.12684362999999999,0.02937366000000002,0.054139107000000006,3.3377345300446937,9.785407643472588,17.874348826261663,0.08095835496599996,0.03515256316493878,1.0,0.0,0.0,0.0
"{""Ti"": 0.098791, ""U"": 0.901209}",II,M,0.18375126000000003,0.015806560000000015,0.030921582999999996,2.6805864043246306,9.175748452835647,17.81563266752237,1.6025640897420002,0.017312974754523005,0.0,1.0,0.0,0.0
"{""Ti"": 0.071904, ""U"": 0.928096}",II,M,0.13374144,0.011504640000000009,0.022505951999999996,2.1494715489097658,9.14077293699494,18.157318298137003,1.201208666112,0.01496567195001392,0.0,1.0,0.0,0.0
"{""Al"": 0.027110000000000002, ""U"": 0.97289}",IV,H,0.0,0.006235300000000006,0.01049157,1.035492419843674,9.008003173738992,18.70062883094807,0.7912514370000001,0.013564307795440614,0.0,0.0,0.0,1.0
"{""Nb"": 0.07, ""U"": 0.93}",I,H,0.0791,0.015400000000000014,0.029890000000000007,2.108754204706942,9.51273077557152,18.415629798445103,-0.2604,0.021387008922335447,1.0,0.0,0.0,0.0
"{""U"": 0.940963, ""Zr"": 0.059037}",II,M,0.0649407,0.0029518499999999894,0.010213401000000002,1.8649094417807317,8.908941833067026,18.23188072046406,0.333309795786,0.006034299782376576,0.0,1.0,0.0,0.0
"{""Ti"": 0.099942, ""U"": 0.900058}",II,M,0.18589212000000002,0.015990720000000014,0.031281845999999995,2.701680157312482,9.177245712430718,17.80094352147374,1.619164739448,0.0174035768867186,0.0,1.0,0.0,0.0
"{""Nb"": 0.067, ""U"": 0.933}",I,H,0.07571,0.014740000000000014,0.028609000000000006,2.0436545385619684,9.492781076199833,18.443391998242156,-0.25004400000000004,0.020952149420270287,1.0,0.0,0.0,0.0
"{""Cr"": 0.05275, ""U"": 0.94725}",I,H,0.0,0.01477,0.022787999999999996,1.717125263756136,9.73735422639633,18.68708720179717,0.499674375,0.04050498158838011,1.0,0.0,0.0,0.0
"{""Nb"": 0.041996, ""U"": 0.958004}",I,H,0.047455479999999994,0.009239120000000009,0.017932292000000002,1.4486020515427334,9.326506981836623,18.67391463809244,-0.160929343936,0.01677370228033099,1.0,0.0,0.0,0.0
"{""Ta"": 0.033271999999999996, ""U"": 0.966728}",I,H,0.0,0.003992640000000003,0.008184911999999999,1.2133298632707563,9.316595237332725,18.988548028085216,0.32164974016,0.01498705091363885,1.0,0.0,0.0,0.0
"{""Mo"": 0.057669000000000005, ""U"": 0.942331}",I,H,0.057669000000000005,0.04498182000000002,0.038003871,1.833277972807885,10.14243794327573,18.669720891677965,-0.271716432195,0.025564375224190493,1.0,0.0,0.0,0.0
"{""Al"": 0.028043, ""U"": 0.971957}",IV,H,0.0,0.006449890000000005,0.010852641,1.063129506676781,9.006652900880704,18.6882728802714,0.8176977045299999,0.013790201549948472,0.0,0.0,0.0,1.0
"{""Ti"": 0.058831, ""U"": 0.941169}",II,M,0.10942566000000001,0.009412960000000008,0.018414102999999998,1.860164287011278,9.123767137962487,18.322455349595682,0.996658441902,0.013621702085763826,0.0,1.0,0.0,0.0
"{""Nb"": 0.092828, ""U"": 0.907172}",I,H,0.10489563999999998,0.020422160000000016,0.039637556000000004,2.5692954651892674,9.664534687990466,18.203643742563294,-0.336843849664,0.024371131234717413,1.0,0.0,0.0,0.0
"{""Mo"": 0.122687, ""U"": 0.877313}",I,H,0.122687,0.09569586000000004,0.08085073300000001,3.0948422989628894,11.377203996971565,18.218578821902295,-0.538174500155,0.036236516936593174,1.0,0.0,0.0,0.0
"{""Ti"": 0.06790399999999999, ""U"": 0.932096}",II,M,0.12630144,0.010864640000000009,0.021253951999999993,2.063395023302887,9.135569602172803,18.207914933830285,1.1392748421119998,0.01457137780910825,0.0,1.0,0.0,0.0
"{""Cr"": 0.067216, ""Ti"": 0.105546, ""U"": 0.827239}",I,H,0.19631556,0.03570784000000002,0.06207320999999999,4.786371921942534,10.063906442221514,17.207069551827402,2.0779839656099908,0.047631675949299186,1.0,0.0,0.0,0.0
"{""Mo"": 0.052343, ""U"": 0.947657}",I,H,0.052343,0.040827540000000016,0.034494037000000005,1.7073390429444635,10.041291122364843,18.706020696598202,-0.24801605175499997,0.024409761886113414,1.0,0.0,0.0,0.0
"{""Cr"": 0.057583999999999996, ""U"": 0.942416}",I,H,0.0,0.01612352,0.024876287999999996,1.8313031846668482,9.800596365778654,18.652285280448353,0.54268082944,0.04224912513791921,1.0,0.0,0.0,0.0
"{""Nb"": 0.109251, ""Si"": 0.008997, ""U"": 0.881752}",I,H,0.12345363,0.02871366000000002,0.05285810700000001,3.2860309143086224,9.765457944100902,17.90249706572643,0.09297243996600005,0.03492327416085061,1.0,0.0,0.0,0.0
"{""Ta"": 0.049066000000000005, ""U"": 0.950934}",I,H,0.0,0.005887920000000006,0.012070236000000002,1.627514552293985,9.444457449388082,18.95553492825744,0.46658527644000003,0.01807439075042451,1.0,0.0,0.0,0.0
"{""Ru"": 0.046969, ""U"": 0.953031}",II,H,0.0,0.038514580000000014,0.03907820799999999,1.5754367731960146,9.870266677496588,18.840889807988617,1.3428873911699999,0.03003609830650091,0.0,1.0,0.0,0.0
"{""Ru"": 0.076512, ""U"": 0.923488}",II,M,0.0,0.06273984000000002,0.06365798399999999,2.246165888787732,10.387943068657826,18.7009431963312,2.1197374156799995,0.03789571080201,0.0,1.0,0.0,0.0
"{""U"": 0.888768, ""Zr"": 0.111232}",II,M,0.12235520000000001,0.00556159999999998,0.019243136000000004,2.90227941470347,8.786673467732818,17.511630020293165,0.5931566530560001,0.008039102784319602,0.0,1.0,0.0,0.0
"{""Nb"": 0.100105, ""U"": 0.899895}",I,H,0.11311864999999999,0.02202310000000002,0.042744835,2.7046574428416217,9.712926008766384,18.135793820907413,-0.3603359559,0.025222066999930456,1.0,0.0,0.0,0.0
"{""Ru"": 0.060433, ""U"": 0.939567}",II,H,0.0,0.04955506000000002,0.05028025599999999,1.8968996166437961,10.106193798323684,18.777463049399106,1.70342557533,0.03389348441691379,0.0,1.0,0.0,0.0
