composition,formation_energy,lattice_distortion,source,functional,calculation_id
"{""Al"": 0.012604, ""Ru"": 0.021874, ""U"": 0.965522}",-1.824973,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_Ru2_U97_139
"{""Ta"": 0.021414, ""U"": 0.929349, ""Zr"": 0.049237}",0.327806,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta2_U93_Zr5_329
"{""Mo"": 0.082053, ""U"": 0.796307, ""Zr"": 0.12164}",0.357678,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_U80_Zr12_267
"{""Ti"": 0.095205, ""U"": 0.855706, ""V"": 0.049089}",0.121293,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti10_U86_V5_330
"{""Al"": 0.008511, ""U"": 0.939013, ""V"": 0.052476}",0.327408,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U94_V5_333
"{""Nb"": 0.115968, ""Ta"": 0.092826, ""U"": 0.791206}",0.289086,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb12_Ta9_U79_201
"{""Al"": 0.033042999999999996, ""U"": 0.966957}",-0.173782,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_206
"{""Fe"": 0.027859, ""U"": 0.92633, ""Zr"": 0.045811}",0.354140,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe3_U93_Zr5_234
"{""Mn"": 0.019341, ""U"": 0.980659}",-0.044750,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_293
"{""Mo"": 0.062766, ""U"": 0.937234}",0.201711,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo6_U94_53
"{""Mo"": 0.136014, ""U"": 0.863986}",0.200364,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo14_U86_60
"{""Mo"": 0.054909, ""U"": 0.918611, ""V"": 0.02648}",0.200466,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U92_V3_168
"{""Mn"": 0.015087, ""U"": 0.984913}",-0.043648,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_115
"{""Mn"": 0.048894, ""U"": 0.864197, ""Zr"": 0.086909}",0.348569,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U86_Zr9_283
"{""Si"": 0.010370999999999998, ""U"": 0.989629}",-0.721490,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_374
"{""Mn"": 0.041673999999999996, ""U"": 0.958326}",-0.050098,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_205
"{""U"": 0.940284, ""Zr"": 0.059716}",0.319860,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_Zr6_310
"{""Cr"": 0.09110700000000001, ""Mn"": 0.05398, ""U"": 0.854913}",0.436690,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr9_Mn5_U85_389
"{""U"": 0.95515, ""Zr"": 0.04485}",0.322479,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_8
"{""Ti"": 0.095942, ""U"": 0.904058}",0.110613,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti10_U90_280
"{""U"": 0.905, ""Zr"": 0.095}",0.313948,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U90_Zr10_369
"{""Fe"": 0.052566, ""U"": 0.947434}",-0.045058,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_U95_136
"{""Nb"": 0.049, ""U"": 0.951}",0.271541,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_U95_264
"{""Mo"": 0.033553, ""Nb"": 0.07316299999999999, ""U"": 0.893284}",0.280623,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo3_Nb7_U89_283
"{""Si"": 0.017813, ""U"": 0.982187}",-0.720273,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si2_U98_251
"{""Al"": 75.0, ""U"": 25.0}",0.194322,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al7500_U2500_300
"{""Mo"": 0.066484, ""U"": 0.933516}",0.201500,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo7_U93_271
"{""Mn"": 0.054409, ""U"": 0.945591}",-0.051213,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_358
"{""Nb"": 0.116683, ""U"": 0.883317}",0.278065,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb12_U88_32
"{""Ru"": 0.069083, ""U"": 0.930917}",-1.830763,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U93_238
"{""U"": 0.899, ""Zr"": 0.101}",0.313030,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U90_Zr10_43
"{""Fe"": 0.013905999999999998, ""U"": 0.986094}",-0.020520,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe1_U99_89
"{""Nb"": 0.085007, ""U"": 0.914993}",0.274867,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb9_U91_180
"{""Ru"": 0.054322999999999996, ""U"": 0.945677}",-1.829048,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru5_U95_68
"{""Mn"": 0.026761, ""U"": 0.973239}",-0.046628,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U97_272
"{""Mn"": 0.022761, ""U"": 0.977239}",-0.045621,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_288
"{""Mo"": 0.090084, ""Nb"": 0.104011, ""U"": 0.805905}",0.299998,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo9_Nb10_U81_110
"{""Mo"": 0.063669, ""U"": 0.936331}",0.201657,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo6_U94_336
"{""U"": 0.962359, ""V"": 0.037641}",0.333612,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_V4_284
"{""U"": 0.910911, ""Zr"": 0.089089}",0.315044,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U91_Zr9_42
"{""Nb"": 0.051277, ""U"": 0.948723}",0.271724,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_U95_11
"{""Mo"": 0.044276, ""Ru"": 0.05569, ""U"": 0.900034}",-1.832579,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo4_Ru6_U90_150
"{""Mo"": 0.10880000000000001, ""U"": 0.8912}",0.200187,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo11_U89_282
"{""Mn"": 0.047598, ""Mo"": 0.086251, ""U"": 0.866151}",0.200534,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_Mo9_U87_106
"{""Mn"": 0.051392, ""U"": 0.948608}",-0.052417,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_193
"{""Mo"": 0.048909, ""U"": 0.924611, ""V"": 0.02648}",0.200643,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U92_V3_20
"{""Al"": 0.027110000000000002, ""U"": 0.97289}",-0.175367,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_85
"{""U"": 0.939967, ""V"": 0.060033}",0.326904,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_V6_175
"{""Mn"": 0.013364000000000001, ""U"": 0.986636}",-0.043220,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn1_U99_198
"{""Ti"": 0.07381, ""U"": 0.92619}",0.109327,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_276
"{""Ru"": 0.07818800000000001, ""U"": 0.921812}",-1.831701,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru8_U92_308
"{""Fe"": 0.062306, ""Nb"": 0.088764, ""U"": 0.84893}",0.307515,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe6_Nb9_U85_159
"{""Mn"": 0.013274000000000001, ""Ru"": 0.025629, ""U"": 0.961097}",-1.826375,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn1_Ru3_U96_297
"{""Fe"": 0.040576, ""U"": 0.959424}",-0.037724,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U96_215
"{""Mn"": 0.054195, ""U"": 0.945805}",-0.051213,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_6
"{""Ti"": 0.09886600000000001, ""U"": 0.901134}",0.110790,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti10_U90_154
"{""Fe"": 0.014979, ""U"": 0.921313, ""Zr"": 0.063708}",0.335942,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe1_U92_Zr6_126
"{""Mn"": 0.027117, ""Ru"": 0.034866, ""U"": 0.938017}",-1.829620,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_Ru3_U94_330
"{""U"": 0.898074, ""Zr"": 0.101926}",0.312846,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U90_Zr10_374
"{""Ru"": 0.06922500000000001, ""U"": 0.930775}",-1.830790,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U93_5
"{""Cr"": 0.047481999999999996, ""U"": 0.952518}",0.483182,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U95_308
"{""Cr"": 0.07881, ""U"": 0.8506659999999999, ""Zr"": 0.070524}",0.469351,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr8_U85_Zr7_296
"{""Si"": 0.014563, ""U"": 0.985437}",-0.720796,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_26
"{""Fe"": 0.022385, ""Nb"": 0.101088, ""U"": 0.8765270000000001}",0.286310,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_Nb10_U88_347
"{""Fe"": 0.056032, ""Mo"": 0.077826, ""U"": 0.866142}",0.202664,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe6_Mo8_U87_165
"{""Mo"": 0.031, ""U"": 0.969}",0.204086,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo3_U97_364
"{""Mn"": 0.014747, ""U"": 0.985253}",-0.043574,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn1_U99_92
"{""Ti"": 0.064168, ""U"": 0.817211, ""Zr"": 0.118621}",0.326840,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti6_U82_Zr12_251
"{""U"": 0.959, ""Zr"": 0.041}",0.323044,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_171
"{""Ta"": 0.032825, ""Ti"": 0.102786, ""U"": 0.864389}",0.113314,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta3_Ti10_U86_313
"{""U"": 0.956071, ""Zr"": 0.043929}",0.322479,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_105
"{""Mo"": 5.6, ""U"": 92, ""Zr"": 2.4}",0.202616,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo560_U9200_Zr240_379
"{""Mo"": 0.095607, ""U"": 0.904393}",0.200371,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo10_U90_242
"{""Cr"": 0.09305, ""U"": 0.90695}",0.453555,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr9_U91_307
"{""U"": 0.956292, ""Zr"": 0.043708000000000004}",0.322670,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_99
"{""Cr"": 0.039, ""U"": 0.961}",0.489393,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr4_U96_259
"{""Ti"": 0.037464, ""U"": 0.962536}",0.107375,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_366
"{""Al"": 0.030679, ""U"": 0.969321}",-0.169210,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_105
"{""Mo"": 0.147101, ""U"": 0.852899}",0.200677,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo15_U85_229
"{""Ru"": 0.07401100000000001, ""U"": 0.925989}",-1.831293,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U93_194
"{""Fe"": 0.037859, ""U"": 0.91633, ""Zr"": 0.045811}",0.366372,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U92_Zr5_123
"{""Mo"": 0.033553, ""Nb"": 0.075163, ""U"": 0.891284}",0.280847,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo3_Nb8_U89_166
"{""Al"": 0.025096999999999998, ""Fe"": 0.027094, ""U"": 0.947809}",-0.035786,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_Fe3_U95_335
"{""Mn"": 0.033429, ""U"": 0.850197, ""Zr"": 0.116374}",0.332425,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U85_Zr12_237
"{""Nb"": 0.143484, ""U"": 0.856516}",0.280997,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb14_U86_24
"{""Al"": 0.019642, ""U"": 0.980358}",-0.177381,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_191
"{""Al"": 0.029043, ""U"": 0.970957}",-0.172584,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_261
"{""Si"": 0.012813, ""U"": 0.987187}",-0.721075,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_370
"{""U"": 0.874359, ""Zr"": 0.125641}",0.309050,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U87_Zr13_261
"{""Al"": 0.015747, ""U"": 0.947354, ""V"": 0.036899}",0.331340,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U95_V4_97
"{""U"": 0.888768, ""Zr"": 0.111232}",0.311397,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U89_Zr11_106
"{""Mn"": 0.056409, ""U"": 0.943591}",-0.053717,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn6_U94_41
"{""Mo"": 0.082053, ""U"": 0.797307, ""Zr"": 0.12064}",0.357889,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_U80_Zr12_11
"{""Fe"": 66.7, ""U"": 33.3}",0.211150,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe6670_U3330_226
"{""Al"": 0.018698, ""Ti"": 0.117102, ""U"": 0.8642}",0.114089,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Ti12_U86_224
"{""Mn"": 0.018459, ""U"": 0.981541}",-0.044519,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_239
"{""Fe"": 0.019712, ""U"": 0.980288}",-0.024316,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_U98_182
"{""Al"": 0.012175, ""U"": 0.929681, ""Zr"": 0.058144}",0.325697,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U93_Zr6_103
"{""Ru"": 0.025734, ""U"": 0.974266}",-1.824252,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru3_U97_153
"{""Ru"": 0.04211, ""Si"": 0.011202, ""U"": 0.946688}",-1.828728,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_Si1_U95_225
"{""Mn"": 0.025348, ""U"": 0.911087, ""Zr"": 0.063565}",0.336337,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U91_Zr6_223
"{""U"": 0.857582, ""Zr"": 0.142418}",0.306363,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U86_Zr14_62
"{""Al"": 0.024855000000000002, ""U"": 0.975145}",-0.175932,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_28
"{""U"": 0.904911, ""Zr"": 0.095089}",0.313948,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U90_Zr10_277
"{""Al"": 0.013089, ""U"": 0.986911}",-0.176598,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U99_283
"{""Mo"": 0.070966, ""Ru"": 0.077923, ""U"": 0.851111}",-1.833674,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo7_Ru8_U85_304
"{""Nb"": 0.085693, ""U"": 0.914307}",0.274929,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb9_U91_127
"{""Nb"": 45.0, ""U"": 55}",0.330291,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb4500_U5500_318
"{""Ti"": 0.110937, ""U"": 0.889063}",0.111552,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti11_U89_29
"{""Nb"": 0.130316, ""U"": 0.869684}",0.279514,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb13_U87_300
"{""Cr"": 0.076616, ""Fe"": 0.048619, ""U"": 0.874765}",0.301868,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr8_Fe5_U87_241
"{""U"": 0.854052, ""Zr"": 0.145948}",0.305839,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U85_Zr15_113
"{""Mo"": 0.037, ""Nb"": 0.03, ""U"": 0.933}",0.202392,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo4_Nb3_U93_340
"{""U"": 0.98274, ""V"": 0.01726}",0.339687,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U98_V2_349
"{""Mo"": 0.05, ""U"": 0.877, ""Zr"": 0.07300000000000001}",0.346739,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U88_Zr7_121
"{""Mo"": 0.043276, ""Ru"": 0.05569, ""U"": 0.901035}",-1.830776,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo4_Ru6_U90_342
"{""Ti"": 0.06790399999999999, ""U"": 0.932096}",0.109000,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_98
"{""Fe"": 0.041718, ""Ti"": 0.102923, ""U"": 0.855359}",0.124273,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_Ti10_U86_202
"{""Ru"": 0.027572, ""U"": 0.972428}",-1.824436,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru3_U97_220
"{""Nb"": 0.122337, ""U"": 0.877663}",0.278711,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb12_U88_255
"{""Ti"": 0.031075000000000002, ""U"": 0.968925}",0.107089,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti3_U97_316
"{""Cr"": 0.067565, ""Nb"": 0.065371, ""U"": 0.8670640000000001}",0.458501,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Nb7_U87_181
"{""Ti"": 0.07081, ""U"": 0.92919}",0.109164,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_364
"{""Ru"": 0.021428, ""U"": 0.910541, ""Zr"": 0.068031}",0.334765,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru2_U91_Zr7_248
"{""Si"": 0.013254, ""U"": 0.986746}",-0.721034,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_143
"{""Fe"": 0.036419, ""U"": 0.963581}",-0.035139,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U96_218
"{""Ti"": 0.065869, ""U"": 0.934131}",0.108885,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_59
"{""Mo"": 0.104277, ""U"": 0.895723}",0.200228,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo10_U90_45
"{""Ru"": 0.062464, ""U"": 0.937536}",-1.829994,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru6_U94_45
"{""Mo"": 0.15, ""U"": 0.85}",0.200800,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo15_U85_298
"{""Fe"": 0.047022999999999995, ""Ti"": 0.04849, ""U"": 0.904487}",0.121416,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_Ti5_U90_57
"{""Nb"": 0.089347, ""U"": 0.910653}",0.275255,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb9_U91_16
"{""Ru"": 0.043823, ""U"": 0.956177}",-1.827313,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_331
"{""Ta"": 0.045533, ""Ti"": 0.111498, ""U"": 0.842969}",0.114844,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta5_Ti11_U84_232
"{""Mn"": 0.04368, ""Nb"": 0.066298, ""U"": 0.890022}",0.283902,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_Nb7_U89_390
"{""Ru"": 0.048256, ""U"": 0.951744}",-1.828021,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru5_U95_327
"{""Mo"": 10.0, ""U"": 75, ""Zr"": 15.0}",0.363590,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo1000_U7500_Zr1500_332
"{""Mo"": 0.14436, ""U"": 0.838043, ""V"": 0.017597}",0.201623,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo14_U84_V2_296
"{""Mo"": 2.4, ""U"": 92, ""Zr"": 5.6}",0.334378,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo240_U9200_Zr560_381
"{""Nb"": 0.047, ""U"": 0.953}",0.271309,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_U95_42
"{""Nb"": 0.128236, ""Si"": 0.00712, ""U"": 0.864644}",0.281153,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb13_Si1_U86_98
"{""Fe"": 0.013562000000000001, ""U"": 0.986438}",-0.020288,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe1_U99_190
"{""Cr"": 0.032435, ""Mo"": 0.134918, ""U"": 0.832647}",0.203419,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr3_Mo13_U83_373
"{""Mo"": 0.124372, ""U"": 0.829068, ""V"": 0.04656}",0.202888,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo12_U83_V5_148
"{""Ru"": 0.023, ""U"": 0.977}",-1.823551,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru2_U98_376
"{""Ti"": 0.067, ""U"": 0.933}",0.108966,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_256
"{""Nb"": 0.035996, ""U"": 0.964004}",0.270132,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb4_U96_118
"{""Mo"": 0.125328, ""U"": 0.874672}",0.200201,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo13_U87_276
"{""Mn"": 0.023341, ""U"": 0.9766589999999999}",-0.045764,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_267
"{""Cr"": 75.0, ""U"": 25.0}",0.845387,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7500_U2500_223
"{""Al"": 0.006257, ""U"": 0.941656, ""Zr"": 0.052086999999999994}",0.323989,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U94_Zr5_274
"{""Si"": 0.010054, ""U"": 0.989946}",-0.721538,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_339
"{""Mo"": 0.039, ""Nb"": 0.03, ""U"": 0.931}",0.202256,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo4_Nb3_U93_295
"{""Mn"": 0.018945999999999998, ""U"": 0.981054}",-0.044601,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_4
"{""Cr"": 0.065084, ""U"": 0.934916}",0.315331,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U93_265
"{""U"": 0.961, ""V"": 0.039}",0.333224,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_V4_85
"{""Ru"": 0.031519, ""Ti"": 0.053959, ""U"": 0.9145220000000001}",0.113749,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru3_Ti5_U91_68
"{""U"": 0.860582, ""Zr"": 0.139418}",0.306907,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U86_Zr14_326
"{""Ti"": 0.045000000000000005, ""U"": 0.955}",0.107783,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti5_U96_151
"{""Ti"": 0.111937, ""U"": 0.888063}",0.111626,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti11_U89_290
"{""Mn"": 0.029214, ""U"": 0.970786}",-0.047193,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U97_258
