element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
Mo-U-Zr,"{""Mo"": 1.4, ""U"": 98, ""Zr"": 0.6}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.0564,0.043,-8.0836,0.048,3.5187,,,0.0117,0.226,0.0267,,,,INCR-bcfb6b74c3,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-U-Zr,"{""Mo"": 1.0, ""U"": 98, ""Zr"": 1.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.2773,0.021,-7.8025,0.13,3.5153,,,0.0188,0.3358,0.0246,,,,INCR-314e417a94,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-U-Zr,"{""Mo"": 0.6, ""U"": 98, ""Zr"": 1.4}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7841,0.022,-7.3175,0.068,3.4758,,,0.0179,0.3145,0.0161,,,,INCR-a9d97dfd23,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Zr,"{""Hf"": 5, ""Zr"": 95.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6601,0.1,-4.7158,0.136,3.3439,,,0.0163,0.2762,0.0132,,,,INCR-22ad56da4c,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Zr,"{""Hf"": 15, ""Zr"": 85.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.7075,0.071,-4.6862,0.071,3.3247,,,0.0187,0.388,0.0188,,,,INCR-54068cb60e,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Zr,"{""Hf"": 25, ""Zr"": 75.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.0712,0.093,-4.7419,0.067,3.3044,,,0.0128,0.389,0.0079,,,,INCR-75bf91b015,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Zr,"{""Hf"": 35, ""Zr"": 65.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.3215,0.07,-4.7519,0.141,3.3231,,,0.0052,0.2077,0.0148,,,,INCR-af9ee8d2c2,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Zr,"{""Hf"": 45, ""Zr"": 55.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.124,0.038,-4.5247,0.114,3.2637,,,0.0057,0.2237,0.0291,,,,INCR-67de7adf70,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Zr,"{""Hf"": 55, ""Zr"": 45.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.8435,0.087,-5.0201,0.122,3.3354,,,0.0185,0.273,0.0126,,,,INCR-d38a1112e1,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Zr,"{""Hf"": 65, ""Zr"": 35.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.9416,0.037,-5.437,0.043,3.3341,,,0.0062,0.3728,0.0107,,,,INCR-9214cea1c8,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Zr,"{""Hf"": 75, ""Zr"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6906,0.042,-4.573,0.071,3.3328,,,0.0107,0.2238,0.0071,,,,INCR-957a10adf1,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Zr,"{""Hf"": 85, ""Zr"": 15.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.1418,0.027,-5.0633,0.093,3.3295,,,0.009,0.3228,0.0099,,,,INCR-93805f7b8a,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Zr,"{""Hf"": 95, ""Zr"": 5.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6197,0.059,-4.5127,0.114,3.3133,,,0.0112,0.214,0.0229,,,,INCR-ab35b4ce66,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Nb,"{""Hf"": 5, ""Nb"": 95.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.0204,0.098,-4.5384,0.059,3.2899,,,0.0138,0.3823,0.0137,,,,INCR-5010b8e8fc,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Nb,"{""Hf"": 15, ""Nb"": 85.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.3022,0.066,-5.3472,0.07,3.3273,,,0.0059,0.265,0.0221,,,,INCR-54a9b3a97d,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Nb,"{""Hf"": 25, ""Nb"": 75.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.3269,0.042,-5.0958,0.109,3.261,,,0.0097,0.3135,0.0135,,,,INCR-9d97c5cdb6,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Nb,"{""Hf"": 35, ""Nb"": 65.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.0878,0.059,-4.8675,0.073,3.3169,,,0.0137,0.3835,0.019,,,,INCR-52f99a5bcd,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Nb,"{""Hf"": 45, ""Nb"": 55.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6619,0.084,-5.2042,0.087,3.3475,,,0.0096,0.366,0.009,,,,INCR-437cff4ceb,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Nb,"{""Hf"": 55, ""Nb"": 45.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.2672,0.081,-4.8128,0.03,3.302,,,0.008,0.2546,0.0291,,,,INCR-dd35a73890,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Nb,"{""Hf"": 65, ""Nb"": 35.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.2338,0.09,-5.0788,0.098,3.28,,,0.0117,0.2131,0.0156,,,,INCR-9592e01d72,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Nb,"{""Hf"": 75, ""Nb"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.7278,0.046,-5.2023,0.112,3.3347,,,0.0108,0.2361,0.022,,,,INCR-44d630f9a0,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Nb,"{""Hf"": 85, ""Nb"": 15.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.813,0.058,-4.9393,0.12,3.3155,,,0.0119,0.3195,0.0093,,,,INCR-0f9b117a25,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Hf-Nb,"{""Hf"": 95, ""Nb"": 5.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.0617,0.077,-5.0376,0.132,3.2937,,,0.0146,0.335,0.0113,,,,INCR-0e19028833,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Co-Cr,"{""Co"": 5, ""Cr"": 95.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.2126,0.067,-4.81,0.115,3.3079,,,0.0198,0.3671,0.0251,,,,INCR-4a74fcf53e,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Co-Cr,"{""Co"": 15, ""Cr"": 85.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.346,0.058,-4.5848,0.07,3.3039,,,0.0086,0.2662,0.0244,,,,INCR-29a13d8a96,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Co-Cr,"{""Co"": 25, ""Cr"": 75.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.9013,0.06,-5.0094,0.099,3.3017,,,0.0162,0.3178,0.0079,,,,INCR-08b2eff618,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Co-Cr,"{""Co"": 35, ""Cr"": 65.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.1172,0.068,-4.9801,0.146,3.3409,,,0.014,0.3734,0.0146,,,,INCR-a65630ad7d,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Co-Cr,"{""Co"": 45, ""Cr"": 55.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.112,0.071,-4.8211,0.064,3.2868,,,0.0065,0.2772,0.0124,,,,INCR-9993919b82,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Co-Cr,"{""Co"": 55, ""Cr"": 45.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.8905,0.093,-4.9884,0.089,3.269,,,0.0139,0.2042,0.0064,,,,INCR-3c015a421d,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Co-Cr,"{""Co"": 65, ""Cr"": 35.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.7307,0.063,-4.838,0.137,3.284,,,0.0057,0.2817,0.0201,,,,INCR-09f803ffeb,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Co-Cr,"{""Co"": 75, ""Cr"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.2446,0.089,-5.1186,0.12,3.2992,,,0.0087,0.2552,0.0128,,,,INCR-f85f10da4b,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Co-Cr,"{""Co"": 85, ""Cr"": 15.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.7685,0.041,-4.7269,0.075,3.2899,,,0.0124,0.2346,0.0125,,,,INCR-cbdf56d97c,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
