composition,element_system,source,phase,functional,mo_equivalent,lattice_distortion,allen_chi_diff,vec,cluster_I,cluster_II,cluster_III,cluster_IV,label
"{""Mo"": 0.146101, ""U"": 0.853899}",Mo-U,experimental,I,,0.146101,0.03911328761915242,0.09628055900000002,5.999999999999999,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.065286, ""U"": 0.934714}",Cr-U,experimental,I,,0.0,0.044864409051320844,0.028203551999999996,6.0,0.0,0.0,1.0,0.0,H
"{""Nb"": 0.051775999999999996, ""U"": 0.948224}",Nb-U,experimental,I,,0.05850687999999999,0.018544552743063908,0.022108352,5.948224,1.0,0.0,0.0,0.0,H
"{""Ti"": 0.042178, ""U"": 0.957822}",Ti-U,experimental,II,,0.07845108,0.011624154750067062,0.013201713999999998,5.9156439999999995,0.0,1.0,0.0,0.0,M
"{""Ta"": 0.032825, ""Ti"": 0.10878600000000001, ""U"": 0.858389}",Ta-Ti-U,experimental,I,,0.20234196000000002,0.02276232311659753,0.04212496799999999,5.7496030000000005,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.049668000000000004, ""U"": 0.950332}",Fe-U,experimental,III,,0.0,0.042183322911967566,0.030446484000000003,6.099336,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.049915999999999995, ""U"": 0.950084}",Fe-U,experimental,III,,0.0,0.04228502362613862,0.030598507999999996,6.099832,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.041915999999999995, ""U"": 0.958084}",Fe-U,experimental,III,,0.0,0.03885109817618685,0.025694507999999998,6.083832,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.062464, ""U"": 0.937536}",Ru-U,experimental,II,,0.0,0.03443099838765083,0.05197004799999999,6.124928,1.0,0.0,0.0,0.0,H
"{""Si"": 0.011563, ""U"": 0.988437}",Si-U,experimental,IV,,0.0,0.026804457587198523,0.00797847,5.976874,0.0,0.0,0.0,1.0,H
"{""Al"": 0.031774, ""Mo"": 0.125772, ""U"": 0.842454}",Al-Mo-U,experimental,IV,,0.125772,0.038669232644468074,0.095180286,5.9046780000000005,0.7983192210528989,0.0,0.0,0.20168077894710115,H
"{""Ta"": 0.035394, ""U"": 0.964606}",Ta-U,experimental,I,,0.0,0.015443345978779376,0.008706924,5.964606,0.0,1.0,0.0,0.0,H
"{""U"": 0.930011, ""V"": 0.069989}",U-V,experimental,III,,0.16937338,0.03633832516218807,0.029815313999999992,5.930011,0.0,0.0,1.0,0.0,H
"{""Nb"": 0.132316, ""U"": 0.867684}",Nb-U,experimental,I,,0.14951707999999997,0.028550978856960334,0.056498932,5.867684,1.0,0.0,0.0,0.0,H
"{""Ti"": 0.065769, ""U"": 0.934231}",Ti-U,experimental,II,,0.12233034,0.014355114920956329,0.020585696999999993,5.868462,0.0,1.0,0.0,0.0,M
"{""Cr"": 0.088107, ""Mn"": 0.05398, ""U"": 0.8579129999999999}",Cr-Mn-U,experimental,I,,0.0,0.06521279920682739,0.06618580400000001,6.053980000000001,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.020917, ""Nb"": 0.092641, ""U"": 0.886442}",Mn-Nb-U,experimental,III,,0.10468432999999999,0.0355038793361409,0.050455464000000005,5.928276,0.8158033780094753,0.0,0.18419662199052467,0.0,H
"{""Al"": 0.016904, ""U"": 0.983096}",Al-U,experimental,IV,,0.0,0.010757805003220903,0.006541847999999999,5.949288,0.0,0.0,0.0,1.0,H
"{""Ru"": 0.069083, ""U"": 0.930917}",Ru-U,experimental,II,,0.0,0.036115281641233905,0.05747705599999999,6.138166,1.0,0.0,0.0,0.0,M
"{""Ti"": 0.026075, ""U"": 0.973925}",Ti-U,experimental,II,,0.0484995,0.00920760413800368,0.008161475,5.947850000000001,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.036476999999999996, ""U"": 0.963523}",Fe-U,experimental,III,,0.0,0.03630734431250346,0.022360401,6.072954,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.016246, ""Mo"": 0.111037, ""U"": 0.872717}",Mn-Mo-U,experimental,III,,0.111037,0.04126148092854414,0.081637549,6.016246000000001,0.8723631592592883,0.0,0.12763684074071163,0.0,H
"{""Nb"": 0.07885099999999999, ""U"": 0.921149}",Nb-U,experimental,I,,0.08910162999999999,0.0226073901390851,0.033669377,5.921149000000001,1.0,0.0,0.0,0.0,H
"{""Fe"": 0.047022999999999995, ""Ti"": 0.04849, ""U"": 0.904487}",Fe-Ti-U,experimental,III,,0.0901914,0.04245764054909145,0.044002468999999995,5.997066,0.0,0.5076795828840054,0.4923204171159947,0.0,H
"{""Cr"": 0.095, ""U"": 0.905}",Cr-U,experimental,I,,0.0,0.05354126953424821,0.04103999999999999,6.0,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.013000000000000001, ""U"": 0.987}",Mo-U,experimental,I,,0.013000000000000001,0.012361474071192514,0.008567000000000002,6.0,1.0,0.0,0.0,0.0,H
"{""U"": 0.9241, ""V"": 0.0759}",U-V,experimental,III,,0.18367799999999998,0.03775305796727546,0.03233339999999999,5.9241,0.0,0.0,1.0,0.0,H
"{""Si"": 0.007537, ""U"": 0.920534, ""V"": 0.071929}",Si-U-V,experimental,IV,,0.17406818000000002,0.042426032520845404,0.035842283999999995,5.912997,0.0,0.0,0.9051544056577656,0.09484559434223441,H
"{""Mo"": 0.063599, ""U"": 0.936401}",Mo-U,experimental,I,,0.063599,0.02677939908012101,0.041911741,6.0,1.0,0.0,0.0,0.0,H
"{""Fe"": 0.04435, ""U"": 0.95565}",Fe-U,experimental,III,,0.0,0.03993124189119641,0.02718655,6.0887,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.042462, ""Ti"": 0.063534, ""U"": 0.894004}",Fe-Ti-U,experimental,III,,0.11817324,0.041004633219770235,0.045915347999999995,5.9578560000000005,0.0,0.5993999773576361,0.4006000226423639,0.0,H
"{""Al"": 0.02511, ""U"": 0.97489}",Al-U,experimental,IV,,0.0,0.013065608218928111,0.00971757,5.92467,0.0,0.0,0.0,1.0,H
"{""Mo"": 0.032256, ""U"": 0.967744}",Mo-U,experimental,I,,0.032256,0.01932142216495304,0.021256704,6.0,1.0,0.0,0.0,0.0,H
"{""Al"": 0.021466, ""U"": 0.978534}",Al-U,experimental,IV,,0.0,0.012099289067144305,0.008307342,5.935602,0.0,0.0,0.0,1.0,H
"{""Cr"": 0.094197, ""Nb"": 0.086785, ""U"": 0.819018}",Cr-Nb-U,experimental,I,,0.09806704999999999,0.05663546600134007,0.077750299,5.913215000000001,0.47952282547435654,0.0,0.5204771745256435,0.0,H
"{""U"": 0.85, ""Zr"": 0.15}",U-Zr,experimental,II,,0.165,0.009120598248458326,0.025950000000000004,5.699999999999999,0.0,1.0,0.0,0.0,M
"{""U"": 0.96604, ""V"": 0.03396}",U-V,experimental,III,,0.08218319999999998,0.025666367655322667,0.014466959999999996,5.9660400000000005,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.142428, ""U"": 0.857572}",Mo-U,experimental,I,,0.142428,0.038685734838476496,0.093860052,6.0,1.0,0.0,0.0,0.0,H
"{""Fe"": 0.059306, ""Nb"": 0.088764, ""U"": 0.8519300000000001}",Fe-Nb-U,experimental,III,,0.10030331999999999,0.05050944753265519,0.07425680600000001,6.029848,0.5994732221246708,0.0,0.40052677787532925,0.0,H
"{""Al"": 0.020393, ""U"": 0.871413, ""Zr"": 0.108194}",Al-U-Zr,experimental,IV,,0.1190134,0.014530734315683483,0.026609653000000004,5.722433,0.0,0.8414069851540201,0.0,0.15859301484597976,H
"{""Nb"": 0.050416, ""Ru"": 0.052634, ""U"": 0.89695}",Nb-Ru-U,experimental,I,,0.05697008,0.035939433871674746,0.06531912,6.054852,1.0,0.0,0.0,0.0,H
"{""Si"": 0.011059, ""U"": 0.988941}",Si-U,experimental,IV,,0.0,0.026217151728861278,0.007630709999999999,5.977881999999999,0.0,0.0,0.0,1.0,H
"{""Cr"": 0.049637, ""U"": 0.950363}",Cr-U,experimental,I,,0.0,0.039333945626564226,0.021443183999999997,6.0,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.033572, ""U"": 0.966428}",Ru-U,experimental,II,,0.0,0.025523045662118486,0.027931903999999994,6.067144,1.0,0.0,0.0,0.0,H
"{""Fe"": 0.020712, ""U"": 0.979288}",Fe-U,experimental,III,,0.0,0.027497687621292042,0.012696456,6.041424,0.0,0.0,1.0,0.0,H
"{""Ti"": 0.034463999999999995, ""U"": 0.965536}",Ti-U,experimental,II,,0.06410304,0.010545067355557379,0.010787231999999996,5.9310719999999995,0.0,1.0,0.0,0.0,M
"{""U"": 0.7, ""Zr"": 0.3}",U-Zr,experimental,II,,0.33,0.011660497951541629,0.05190000000000001,5.3999999999999995,0.0,1.0,0.0,0.0,M
"{""U"": 0.9194910000000001, ""Zr"": 0.080509}",U-Zr,experimental,II,,0.08855990000000001,0.006962027685832438,0.013928057000000002,5.838982000000001,0.0,1.0,0.0,0.0,M
"{""Al"": 0.013589, ""Fe"": 0.043317, ""U"": 0.943094}",Al-Fe-U,experimental,IV,,0.0,0.04046767937149304,0.031812264,6.045867,0.0,0.0,0.7612026851298633,0.23879731487013672,H
"{""Si"": 0.010254, ""U"": 0.989746}",Si-U,experimental,IV,,0.0,0.02525011068383344,0.007075259999999999,5.979492,0.0,0.0,0.0,1.0,H
"{""Ru"": 0.02, ""U"": 0.98}",Ru-U,experimental,II,,0.0,0.019799434301877087,0.01664,6.04,1.0,0.0,0.0,0.0,H
"{""Ru"": 0.040608, ""Ti"": 0.024811, ""U"": 0.934581}",Ru-Ti-U,experimental,II,,0.04614846,0.029173685739412047,0.04155169899999999,6.031594,0.6207370947278313,0.3792629052721686,0.0,0.0,M
"{""Ru"": 0.039219000000000004, ""U"": 0.960781}",Ru-U,experimental,II,,0.0,0.027527529922658448,0.032630208,6.078438,1.0,0.0,0.0,0.0,H
"{""U"": 0.944906, ""V"": 0.055094}",U-V,experimental,III,,0.13332748,0.03242888663416515,0.023470043999999995,5.9449060000000005,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.023896, ""U"": 0.976104}",Mn-U,experimental,III,,0.0,0.028517902081598646,0.012449816000000004,6.023896,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.078557, ""U"": 0.921443}",Cr-U,experimental,I,,0.0,0.0489809537738321,0.033936624,6.0,0.0,0.0,1.0,0.0,H
"{""U"": 0.933848, ""V"": 0.066152}",U-V,experimental,III,,0.16008784,0.035381665683817135,0.028180751999999996,5.933847999999999,0.0,0.0,1.0,0.0,H
"{""U"": 0.957971, ""Zr"": 0.042029}",U-Zr,experimental,II,,0.0462319,0.005139469934825496,0.007271017000000001,5.915942,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.019562, ""U"": 0.980438}",Fe-U,experimental,III,,0.0,0.026733154884781788,0.011991505999999999,6.039124,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.092686, ""U"": 0.907314}",Ta-U,experimental,I,,0.0,0.02435409914914531,0.022800756000000002,5.9073139999999995,0.0,1.0,0.0,0.0,H
"{""U"": 0.981, ""Zr"": 0.019}",U-Zr,experimental,II,,0.020900000000000002,0.003498929317404175,0.003287000000000001,5.962,0.0,1.0,0.0,0.0,H
"{""Nb"": 0.071496, ""U"": 0.928504}",Nb-U,experimental,I,,0.08079048,0.021599653358683017,0.030528792000000006,5.928503999999999,1.0,0.0,0.0,0.0,H
"{""U"": 0.972037, ""V"": 0.027963000000000002}",U-V,experimental,III,,0.06767046,0.02334250110865217,0.011912237999999999,5.972037,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.013905999999999998, ""U"": 0.986094}",Fe-U,experimental,III,,0.0,0.022579789370535248,0.008524377999999999,6.027812,0.0,0.0,1.0,0.0,H
"{""Ti"": 0.116046, ""U"": 0.883954}",Ti-U,experimental,II,,0.21584556,0.01860223785130216,0.03632239799999999,5.767908,0.0,1.0,0.0,0.0,M
"{""U"": 0.956971, ""Zr"": 0.043029}",U-Zr,experimental,II,,0.0473319,0.005197404424552723,0.0074440170000000016,5.913942,0.0,1.0,0.0,0.0,M
"{""U"": 0.971169, ""V"": 0.028831}",U-V,experimental,III,,0.06977101999999999,0.023694346928898505,0.012282005999999998,5.971169,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.066193, ""U"": 0.933807}",Ru-U,experimental,II,,0.0,0.03539205810550681,0.05507257599999999,6.132386,1.0,0.0,0.0,0.0,M
"{""Al"": 0.01735, ""U"": 0.939817, ""V"": 0.042833}",Al-U-V,experimental,IV,,0.10365586,0.03049898575630725,0.024961307999999998,5.905117000000001,0.0,0.0,0.71171260987322,0.28828739012678,H
"{""Ta"": 0.053933, ""U"": 0.946067}",Ta-U,experimental,I,,0.0,0.018908770468870923,0.013267518,5.946066999999999,0.0,1.0,0.0,0.0,H
"{""Ta"": 0.035249, ""U"": 0.964751}",Ta-U,experimental,I,,0.0,0.015412651344896047,0.008671254,5.964751,0.0,1.0,0.0,0.0,H
"{""Ta"": 0.043341000000000005, ""Ti"": 0.106127, ""U"": 0.8505320000000001}",Ta-Ti-U,experimental,I,,0.19739622,0.023885264429472232,0.043879637,5.744405,0.0,1.0,0.0,0.0,H
"{""Cr"": 0.050637, ""U"": 0.949363}",Cr-U,experimental,I,,0.0,0.03971447112525511,0.021875184,6.0,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.018092, ""Mn"": 0.055071, ""U"": 0.926838}",Fe-Mn-U,experimental,III,,0.0,0.04950596129905062,0.03978234721765279,6.091254908745092,0.0,0.0,1.0,0.0,H
"{""Ti"": 0.037715, ""U"": 0.9622850000000001}",Ti-U,experimental,II,,0.0701499,0.011014703753327531,0.011804794999999998,5.92457,0.0,1.0,0.0,0.0,M
"{""Nb"": 0.126682, ""U"": 0.873318}",Nb-U,experimental,I,,0.14315065999999999,0.02801377020263848,0.054093214,5.873317999999999,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.064283, ""U"": 0.894362, ""V"": 0.041355}",Cr-U-V,experimental,I,,0.1000791,0.05180842579970794,0.045387486,5.958645,0.0,0.0,1.0,0.0,H
"{""U"": 0.865266, ""Zr"": 0.134734}",U-Zr,experimental,II,,0.14820740000000002,0.008724710691517248,0.023308982000000006,5.730531999999999,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.038701, ""U"": 0.961299}",Fe-U,experimental,III,,0.0,0.03737070748281431,0.023723713,6.077402,0.0,0.0,1.0,0.0,H
"{""Nb"": 0.052599, ""Ta"": 0.020741, ""U"": 0.92666}",Nb-Ta-U,experimental,I,,0.059436869999999996,0.021858070503078288,0.027562059,5.92666,0.7171938914644123,0.28280610853558763,0.0,0.0,H
"{""Cr"": 0.051031, ""U"": 0.948969}",Cr-U,experimental,I,,0.0,0.039863249334938386,0.022045391999999997,6.0,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.032704, ""Si"": 0.011806, ""U"": 0.95549}",Mn-Si-U,experimental,III,,0.0,0.0426521393883084,0.025184924,6.009091999999999,0.0,0.0,0.7347562345540328,0.26524376544596723,H
"{""Ta"": 0.056879, ""U"": 0.943121}",Ta-U,experimental,I,,0.0,0.019392859519057195,0.013992234,5.943121,0.0,1.0,0.0,0.0,H
"{""Cr"": 0.046162999999999996, ""Ru"": 0.070175, ""U"": 0.883662}",Cr-Ru-U,experimental,I,,0.0,0.051455239099440477,0.07832801599999999,6.140349999999999,0.6031992985954718,0.0,0.39680070140452817,0.0,H
"{""Si"": 0.018254, ""U"": 0.981746}",Si-U,experimental,IV,,0.0,0.033620567579225796,0.012595259999999999,5.963492,0.0,0.0,0.0,1.0,H
"{""Mo"": 0.06, ""Nb"": 0.045, ""U"": 0.895}",Mo-Nb-U,experimental,I,,0.11084999999999999,0.030633019702312733,0.058755,5.955,1.0,0.0,0.0,0.0,H
"{""U"": 0.980674, ""V"": 0.019326}",U-V,experimental,III,,0.04676892,0.019467790748992395,0.008232875999999998,5.9806740000000005,0.0,0.0,1.0,0.0,H
"{""U"": 0.925, ""Zr"": 0.075}",U-Zr,experimental,II,,0.0825,0.006740661390180906,0.012975000000000002,5.8500000000000005,0.0,1.0,0.0,0.0,M
"{""Ti"": 0.040473, ""U"": 0.959527}",Ti-U,experimental,II,,0.07527978,0.011395790708173233,0.012668048999999999,5.919054,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.044909000000000004, ""U"": 0.928611, ""V"": 0.02648}",Mo-U-V,experimental,I,,0.1089906,0.03166599054320978,0.040875511,5.97352,0.6290745072770315,0.0,0.3709254927229685,0.0,H
"{""Ti"": 0.036635999999999995, ""U"": 0.917631, ""Zr"": 0.045733}",Ti-U-Zr,experimental,II,,0.11844926,0.012304732425774989,0.019378877,5.835261999999999,0.0,1.0,0.0,0.0,M
"{""Mn"": 0.017544, ""U"": 0.982456}",Mn-U,experimental,III,,0.0,0.024485725676987487,0.009140424000000003,6.017544,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.042928, ""U"": 0.957072}",Mo-U,experimental,I,,0.042928,0.022192354177190354,0.028289552000000003,6.0,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.062257, ""U"": 0.937743}",Cr-U,experimental,I,,0.0,0.04385808979395335,0.026895023999999997,5.999999999999999,0.0,0.0,1.0,0.0,H
"{""Nb"": 0.045000000000000005, ""U"": 0.955}",Nb-U,experimental,I,,0.05085,0.01734037008919105,0.019215000000000003,5.954999999999999,1.0,0.0,0.0,0.0,H
"{""Ru"": 0.0697, ""U"": 0.838584, ""Zr"": 0.09171599999999999}",Ru-U-Zr,experimental,II,,0.1008876,0.03757159651911129,0.07385726799999999,5.9559679999999995,0.43180353868265847,0.5681964613173415,0.0,0.0,M
"{""Ru"": 0.047, ""U"": 0.953}",Ru-U,experimental,II,,0.0,0.03004565229111557,0.03910399999999999,6.094,1.0,0.0,0.0,0.0,H
"{""U"": 0.977169, ""V"": 0.022831}",U-V,experimental,III,,0.05525102,0.02113226111661708,0.009726005999999999,5.977169,0.0,0.0,1.0,0.0,H
"{""Si"": 0.017361, ""U"": 0.982639}",Si-U,experimental,IV,,0.0,0.032795437185638474,0.01197909,5.9652780000000005,0.0,0.0,0.0,1.0,H
"{""Ru"": 0.068332, ""U"": 0.880118, ""V"": 0.05155}",Ru-U-V,experimental,II,,0.12475099999999999,0.04659621826835685,0.078812524,6.085113999999999,0.5699938272634758,0.0,0.43000617273652425,0.0,M
"{""Ru"": 0.076713, ""U"": 0.923287}",Ru-U,experimental,II,,0.0,0.03794241246260053,0.06382521599999999,6.153426,1.0,0.0,0.0,0.0,M
"{""Cr"": 0.072121, ""Mn"": 0.012111, ""U"": 0.915768}",Cr-Mn-U,experimental,I,,0.0,0.05088341779749918,0.037466103,6.012111000000001,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.088681, ""Fe"": 0.013932, ""U"": 0.897387}",Cr-Fe-U,experimental,I,,0.0,0.05605448768198881,0.04685050799999999,6.027864,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.053482, ""U"": 0.946518}",Cr-U,experimental,I,,0.0,0.04077469935230008,0.023104223999999996,5.999999999999999,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.054599, ""U"": 0.945401}",Ru-U,experimental,II,,0.0,0.03228906002333262,0.045426367999999995,6.109198,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.072012, ""U"": 0.927988}",Cr-U,experimental,I,,0.0,0.04700640072340755,0.031109183999999998,6.0,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.084916, ""U"": 0.915084}",Ta-U,experimental,I,,0.0,0.023395274043009767,0.020889336,5.915083999999999,0.0,1.0,0.0,0.0,H
"{""U"": 0.9297610000000001, ""Zr"": 0.070239}",U-Zr,experimental,II,,0.0772629,0.006540768144269758,0.012151347000000002,5.859522,0.0,1.0,0.0,0.0,M
"{""Nb"": 0.060904, ""U"": 0.939096}",Nb-U,experimental,I,,0.06882152,0.020031176583154366,0.026006008000000004,5.939096,1.0,0.0,0.0,0.0,H
"{""Ti"": 0.12456500000000001, ""U"": 0.7527820000000001, ""Zr"": 0.122653}",Ti-U-Zr,experimental,II,,0.3666092000000001,0.0219727805777862,0.060207814,5.505564000000001,0.0,1.0,0.0,0.0,M
"{""U"": 0.971848, ""V"": 0.028152}",U-V,experimental,III,,0.06812784,0.023419603048253194,0.011992751999999999,5.9718480000000005,0.0,0.0,1.0,0.0,H
"{""Ti"": 0.107958, ""U"": 0.892042}",Ti-U,experimental,II,,0.20080188000000002,0.018015709602119664,0.033790853999999995,5.784084,0.0,1.0,0.0,0.0,M
"{""Mn"": 0.055056, ""Ru"": 0.036046, ""U"": 0.908898}",Mn-Ru-U,experimental,III,,0.0,0.04959474938579598,0.058674448000000004,6.127148,0.3956663959078835,0.0,0.6043336040921166,0.0,H
"{""Ru"": 0.024388, ""U"": 0.975612}",Ru-U,experimental,II,,0.0,0.02182835460831731,0.020290815999999996,6.048776,1.0,0.0,0.0,0.0,H
"{""Ti"": 0.032464, ""U"": 0.967536}",Ti-U,experimental,II,,0.060383040000000006,0.010243931255190311,0.010161231999999997,5.935072,0.0,1.0,0.0,0.0,M
"{""U"": 0.870425, ""Zr"": 0.129575}",U-Zr,experimental,II,,0.1425325,0.008582645129709687,0.022416475000000005,5.74085,0.0,1.0,0.0,0.0,M
"{""Ru"": 0.040608, ""Ti"": 0.026811, ""U"": 0.932581}",Ru-Ti-U,experimental,II,,0.04986846,0.029263745783007212,0.042177698999999985,6.027594000000001,0.6023227873448137,0.3976772126551862,0.0,0.0,M
"{""Fe"": 0.035214, ""U"": 0.964786}",Fe-U,experimental,III,,0.0,0.03568788780164578,0.021586182000000002,6.070428,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.096685, ""U"": 0.903315}",Ta-U,experimental,I,,0.0,0.02482739964998093,0.02378451,5.903314999999999,0.0,1.0,0.0,0.0,H
"{""Ru"": 0.049969, ""U"": 0.950031}",Ru-U,experimental,II,,0.0,0.030944863294829792,0.041574207999999994,6.099938,1.0,0.0,0.0,0.0,H
"{""Fe"": 0.037418, ""Nb"": 0.118078, ""U"": 0.844504}",Fe-Nb-U,experimental,III,,0.13342814,0.044502569232656684,0.07335654,5.956758,0.7593635849153676,0.0,0.2406364150846324,0.0,H
"{""Fe"": 0.060985, ""U"": 0.939015}",Fe-U,experimental,III,,0.0,0.04656588847208097,0.037383805,6.12197,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.037086, ""U"": 0.962914}",Mn-U,experimental,III,,0.0,0.035373385364382,0.019321806000000004,6.037086,0.0,0.0,1.0,0.0,H
"{""Nb"": 0.07118100000000001, ""U"": 0.928819}",Nb-U,experimental,I,,0.08043453,0.02155510481142597,0.030394287000000006,5.928819,1.0,0.0,0.0,0.0,H
"{""Mo"": 0.054269, ""U"": 0.945731}",Mo-U,experimental,I,,0.054269,0.024834765105366773,0.035763271,6.0,1.0,0.0,0.0,0.0,H
"{""Mo"": 0.035736000000000004, ""U"": 0.964264}",Mo-U,experimental,I,,0.035736000000000004,0.020308125910371577,0.023550024000000003,6.0,1.0,0.0,0.0,0.0,H
"{""U"": 0.7989999999999999, ""Zr"": 0.201}",U-Zr,experimental,II,,0.22110000000000002,0.010222903765860913,0.03477300000000001,5.598,0.0,1.0,0.0,0.0,M
"{""Ti"": 0.104958, ""U"": 0.895042}",Ti-U,experimental,II,,0.19522188000000001,0.017790377195947078,0.03285185399999999,5.790084,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.054306, ""Nb"": 0.088764, ""U"": 0.85693}",Fe-Nb-U,experimental,III,,0.10030331999999999,0.04889832613524139,0.071191806,6.019848,0.6204235688823653,0.0,0.3795764311176347,0.0,H
"{""U"": 0.932692, ""V"": 0.06730799999999999}",U-V,experimental,III,,0.16288535999999998,0.03567324620996008,0.02867320799999999,5.932692,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.05211, ""U"": 0.94789}",Cr-U,experimental,I,,0.0,0.040267442332862655,0.022511519999999997,6.0,0.0,0.0,1.0,0.0,H
"{""Nb"": 0.095346, ""U"": 0.815875, ""Zr"": 0.088779}",Nb-U-Zr,experimental,I,,0.20539787999999998,0.026386105597753777,0.056071509000000005,5.7270959999999995,0.5178329938900205,0.48216700610997965,0.0,0.0,M
"{""Si"": 0.014579000000000002, ""U"": 0.985421}",Si-U,experimental,IV,,0.0,0.030074649158469847,0.01005951,5.970841999999999,0.0,0.0,0.0,1.0,H
"{""U"": 0.895, ""Zr"": 0.10500000000000001}",U-Zr,experimental,II,,0.11550000000000002,0.007839238489180078,0.018165000000000008,5.79,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.054, ""U"": 0.946}",Fe-U,experimental,III,,0.0,0.04392104516557489,0.033102,6.1080000000000005,0.0,0.0,1.0,0.0,H
"{""Nb"": 0.086347, ""U"": 0.913653}",Nb-U,experimental,I,,0.09757210999999999,0.023575956543597235,0.036870169,5.913653,1.0,0.0,0.0,0.0,H
"{""Fe"": 0.04649, ""U"": 0.95351}",Fe-U,experimental,III,,0.0,0.040854441329023126,0.02849837,6.09298,0.0,0.0,1.0,0.0,H
"{""Nb"": 0.066181, ""U"": 0.933819}",Nb-U,experimental,I,,0.07478453,0.020831405311786927,0.028259287000000004,5.933819,1.0,0.0,0.0,0.0,H
"{""Mo"": 0.14530099999999999, ""U"": 0.854699}",Mo-U,experimental,I,,0.14530099999999999,0.039020865854601454,0.095753359,6.0,1.0,0.0,0.0,0.0,H
"{""Ru"": 0.05, ""U"": 0.95}",Ru-U,experimental,II,,0.0,0.03095409191668649,0.0416,6.1,1.0,0.0,0.0,0.0,H
"{""U"": 0.945235, ""V"": 0.054765}",U-V,experimental,III,,0.1325313,0.03233603144289899,0.023329889999999995,5.945235,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.058584, ""U"": 0.941416}",Cr-U,experimental,I,,0.0,0.04259950473055043,0.025308287999999995,6.0,0.0,0.0,1.0,0.0,H
"{""Al"": 0.021698, ""Ti"": 0.117102, ""U"": 0.8612}",Al-Ti-U,experimental,IV,,0.21780972,0.021799189350249878,0.04505005199999999,5.700702,0.0,0.8436743515850144,0.0,0.15632564841498559,M
"{""Fe"": 0.047462, ""Ti"": 0.063534, ""U"": 0.889004}",Fe-Ti-U,experimental,III,,0.11817324,0.0430127544552994,0.04898034799999999,5.967856,0.0,0.5723990053695629,0.42760099463043716,0.0,H
"{""Mo"": 0.082053, ""U"": 0.792307, ""Zr"": 0.12564}",Mo-U-Zr,experimental,I,,0.22025700000000004,0.032188759671306875,0.075808647,5.74872,0.39506868310438964,0.6049313168956103,0.0,0.0,M
"{""Cr"": 0.08097700000000001, ""U"": 0.919023}",Cr-U,experimental,I,,0.0,0.0496862209851134,0.034982064,6.0,0.0,0.0,1.0,0.0,H
"{""Ni"": 0.051000000000000004, ""U"": 0.949}",Ni-U,experimental,II,,0.0,0.04560483566770062,0.034323000000000006,6.204,0.0,0.0,1.0,0.0,H
"{""U"": 0.959177, ""V"": 0.040823000000000005}",U-V,experimental,III,,0.09879166,0.02806773815407879,0.017390598,5.9591769999999995,0.0,0.0,1.0,0.0,H
"{""U"": 0.930886, ""Zr"": 0.06911400000000001}",U-Zr,experimental,II,,0.07602540000000002,0.006492286866848569,0.011956722000000005,5.861772,0.0,1.0,0.0,0.0,M
"{""U"": 0.9234910000000001, ""Zr"": 0.076509}",U-Zr,experimental,II,,0.0841599,0.006802316554256244,0.013236057000000002,5.846982,0.0,1.0,0.0,0.0,M
"{""Ti"": 0.055, ""U"": 0.945}",Ti-U,experimental,II,,0.1023,0.013194574841529475,0.017214999999999998,5.89,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.057269, ""U"": 0.942731}",Mo-U,experimental,I,,0.057269,0.02547985063180944,0.037740271,5.999999999999999,1.0,0.0,0.0,0.0,H
